id,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U2115,4/29/2023,31.0,179.38,863.0,1322.0,Crypto
U1532,11/22/2023,19.0,396.49,665.0,1070.0,Credit Card
U1893,6/11/2023,20.0,335.59,266.0,4803.0,Bank Transfer
U3175,6/26/2023,18.0,383.47,594.0,4667.0,Credit Card
U1079,6/17/2023,37.0,139.3,786.0,2654.0,PayPal
U958,11/30/2023,9.0,355.81,67.0,2575.0,Credit Card
U2879,2/25/2023,8.0,286.88,604.0,752.0,Crypto
U1318,3/1/2023,10.0,472.04,598.0,4627.0,PayPal
U1953,10/8/2023,41.0,494.16,609.0,3207.0,Credit Card
U3290,8/18/2023,19.0,466.24,74.0,4640.0,Bank Transfer
U1723,6/2/2023,1.0,452.43,353.0,1121.0,Crypto
U1481,7/3/2023,33.0,422.76,768.0,3135.0,PayPal
U3307,1/27/2023,20.0,253.74,888.0,2897.0,Credit Card
U3284,9/21/2023,24.0,265.75,385.0,4779.0,Credit Card
U2889,7/16/2023,17.0,44.77,396.0,4269.0,Credit Card
U1453,7/19/2023,1.0,124.91,44.0,2098.0,Bank Transfer
U1485,6/20/2023,22.0,116.05,781.0,235.0,Bank Transfer
U1941,4/10/2023,38.0,461.88,872.0,4414.0,PayPal
U1433,10/16/2023,50.0,290.03,349.0,285.0,Crypto
U1949,4/14/2023,15.0,1.01,508.0,2710.0,Crypto
U1295,2/25/2023,21.0,157.59,376.0,1233.0,Credit Card
U2944,7/21/2023,42.0,435.15,711.0,1226.0,Crypto
U3263,1/7/2023,28.0,477.82,159.0,1700.0,Bank Transfer
U1559,4/8/2023,41.0,303.58,551.0,1574.0,PayPal
U1641,9/12/2023,21.0,87.59,402.0,2560.0,Credit Card
U1535,2/5/2023,32.0,74.7,747.0,727.0,Credit Card
U1876,4/7/2023,1.0,6.89,198.0,1826.0,PayPal
U208,3/3/2023,14.0,195.5,19.0,4926.0,Crypto
U3327,3/20/2023,9.0,444.97,927.0,2882.0,PayPal
U147,3/13/2023,38.0,263.99,224.0,9.0,Bank Transfer
U3355,10/21/2023,9.0,465.75,914.0,4477.0,PayPal
U429,4/5/2023,33.0,416.57,340.0,479.0,Credit Card
U211,11/11/2023,28.0,328.33,815.0,2845.0,Crypto
U3357,5/25/2023,37.0,77.78,498.0,4720.0,Credit Card
U2185,4/10/2023,28.0,105.22,648.0,4904.0,Crypto
U3289,7/6/2023,35.0,,324.0,3766.0,Credit Card
U2996,10/7/2023,25.0,48.18,793.0,3259.0,PayPal
U1068,1/22/2023,32.0,221.35,567.0,4761.0,Credit Card
U649,7/8/2023,31.0,113.14,97.0,1867.0,Crypto
U3117,1/28/2023,3.0,89.67,296.0,1576.0,PayPal
U1101,3/27/2023,34.0,180.7,193.0,1600.0,PayPal
U430,9/15/2023,24.0,465.76,965.0,995.0,Crypto
U304,8/8/2023,13.0,234.72,193.0,616.0,Bank Transfer
U1589,9/19/2023,2.0,64.77,61.0,3257.0,Credit Card
U495,5/11/2023,18.0,390.03,943.0,2838.0,Bank Transfer
U312,11/2/2023,49.0,421.95,943.0,4018.0,Credit Card
U828,7/4/2023,32.0,496.89,674.0,2644.0,Crypto
U1700,2/22/2023,19.0,410.47,53.0,4196.0,Bank Transfer
U1459,10/6/2023,10.0,432.23,223.0,3472.0,PayPal
U3241,6/4/2023,25.0,31.16,318.0,3209.0,Crypto
U520,1/21/2023,50.0,366.99,112.0,612.0,PayPal
U286,6/16/2023,10.0,327.99,86.0,1207.0,Credit Card
U1524,11/15/2023,31.0,321.27,716.0,2731.0,Credit Card
U2108,4/11/2023,10.0,382.43,220.0,3370.0,Crypto
U1022,6/10/2023,6.0,206.14,510.0,3709.0,Crypto
U2951,8/3/2023,19.0,156.49,570.0,1393.0,PayPal
U407,1/1/2023,7.0,45.33,407.0,2529.0,PayPal
U1740,3/22/2023,31.0,445.98,618.0,871.0,Crypto
U3304,6/25/2023,42.0,303.16,629.0,1286.0,Bank Transfer
U1731,2/2/2023,44.0,394.37,170.0,3823.0,PayPal
U848,4/26/2023,1.0,476.04,399.0,2639.0,Crypto
U2064,8/14/2023,24.0,309.53,681.0,2862.0,Crypto
U228,8/13/2023,6.0,484.63,226.0,1331.0,Credit Card
U464,5/16/2023,34.0,206.75,102.0,3234.0,PayPal
U1282,8/12/2023,15.0,93.2,770.0,4777.0,Crypto
U366,2/14/2023,19.0,417.04,285.0,1406.0,Bank Transfer
U2163,1/7/2023,18.0,332.18,591.0,552.0,Crypto
U947,2/23/2023,0.0,487.36,930.0,827.0,Crypto
U3001,1/5/2023,28.0,142.0,579.0,1418.0,Bank Transfer
U1080,6/2/2023,10.0,79.85,718.0,583.0,Bank Transfer
U3183,8/15/2023,36.0,206.23,28.0,4103.0,Crypto
U229,4/11/2023,40.0,123.31,562.0,349.0,Credit Card
U1465,11/11/2023,36.0,91.12,16.0,1393.0,Credit Card
U1998,11/16/2023,40.0,298.71,857.0,4743.0,Bank Transfer
U1225,7/19/2023,29.0,297.18,556.0,1282.0,Credit Card
U2830,1/21/2023,9.0,422.44,927.0,632.0,Crypto
U1439,,7.0,126.44,519.0,591.0,Credit Card
U154,2/21/2023,7.0,404.62,779.0,1758.0,Credit Card
U1721,1/24/2023,36.0,113.48,321.0,3368.0,Credit Card
U667,11/15/2023,10.0,291.67,893.0,1758.0,Credit Card
U428,8/8/2023,39.0,17.74,762.0,2210.0,PayPal
U342,1/21/2023,20.0,173.89,389.0,4549.0,Bank Transfer
U288,11/2/2023,35.0,39.03,491.0,3656.0,PayPal
U1413,5/3/2023,16.0,39.48,604.0,2604.0,Credit Card
U372,8/6/2023,14.0,473.37,,4146.0,Bank Transfer
U3300,6/16/2023,29.0,191.05,10.0,4940.0,Credit Card
U1357,10/5/2023,7.0,74.76,882.0,310.0,PayPal
U2812,2/22/2023,32.0,200.24,729.0,2989.0,PayPal
U2004,11/3/2023,4.0,139.61,944.0,3414.0,Crypto
U1580,11/3/2023,26.0,441.3,260.0,2522.0,Credit Card
U1198,9/1/2023,32.0,244.58,518.0,2740.0,Credit Card
U2066,4/15/2023,23.0,152.05,76.0,1631.0,Bank Transfer
U1879,1/11/2023,5.0,433.27,186.0,533.0,Crypto
U2999,5/2/2023,8.0,325.1,865.0,971.0,Credit Card
U993,6/15/2023,49.0,152.88,809.0,2230.0,Bank Transfer
U1605,2/9/2023,10.0,229.43,250.0,1441.0,PayPal
U1898,5/7/2023,5.0,70.19,961.0,633.0,Crypto
U381,8/9/2023,35.0,237.26,329.0,4146.0,Bank Transfer
U850,6/22/2023,44.0,266.93,847.0,1273.0,Bank Transfer
U714,3/23/2023,9.0,152.0,683.0,1077.0,Bank Transfer
U1661,5/17/2023,37.0,343.17,636.0,4767.0,PayPal
U2861,1/3/2023,31.0,324.1,161.0,4500.0,Crypto
U1154,10/30/2023,49.0,345.69,92.0,3882.0,Crypto
U774,5/13/2023,19.0,358.37,803.0,985.0,Credit Card
U1706,6/6/2023,31.0,235.68,745.0,4961.0,Credit Card
U1918,1/8/2023,20.0,26.53,390.0,4651.0,PayPal
U1054,1/4/2023,9.0,185.27,904.0,713.0,Crypto
U1639,10/30/2023,34.0,407.22,4.0,4821.0,Credit Card
U148,1/19/2023,6.0,352.82,8.0,742.0,Crypto
U584,4/1/2023,0.0,498.15,648.0,3570.0,Bank Transfer
U615,7/1/2023,35.0,162.63,955.0,3011.0,Credit Card
U1521,10/11/2023,26.0,315.0,377.0,4241.0,PayPal
U1363,4/8/2023,8.0,238.21,776.0,3974.0,PayPal
U952,9/29/2023,24.0,161.17,12.0,2755.0,Bank Transfer
U333,6/7/2023,41.0,325.1,486.0,4883.0,Bank Transfer
U1090,4/9/2023,27.0,237.58,469.0,3989.0,Credit Card
U484,8/31/2023,2.0,123.9,760.0,4180.0,Crypto
U3257,10/15/2023,23.0,207.06,344.0,318.0,Credit Card
U785,6/2/2023,46.0,297.97,680.0,4658.0,Crypto
U1883,10/5/2023,13.0,314.03,438.0,662.0,Credit Card
U3133,6/4/2023,36.0,116.3,904.0,3541.0,Bank Transfer
U3110,5/29/2023,26.0,236.46,96.0,1007.0,Crypto
U2110,8/29/2023,22.0,137.33,936.0,362.0,Crypto
U417,7/24/2023,12.0,4.12,375.0,3816.0,Bank Transfer
U796,2/18/2023,4.0,466.72,63.0,1196.0,Crypto
U1279,5/23/2023,26.0,300.25,506.0,1354.0,Crypto
U913,11/22/2023,36.0,31.83,227.0,4840.0,Bank Transfer
U1523,10/7/2023,9.0,446.58,571.0,1973.0,Crypto
U2928,1/3/2023,41.0,393.58,723.0,3731.0,PayPal
U752,11/3/2023,0.0,490.95,160.0,4476.0,Crypto
U1911,1/3/2023,40.0,157.92,550.0,1140.0,Bank Transfer
U3072,11/16/2023,15.0,342.39,29.0,665.0,Crypto
U2858,4/8/2023,13.0,438.07,701.0,4935.0,Bank Transfer
U53,2/14/2023,27.0,213.31,804.0,4588.0,PayPal
U614,4/19/2023,0.0,351.41,869.0,2279.0,Bank Transfer
U1672,1/17/2023,4.0,237.8,932.0,100.0,PayPal
U538,8/20/2023,43.0,410.85,556.0,2612.0,Crypto
U1899,11/8/2023,26.0,422.87,398.0,4413.0,Credit Card
U2075,8/8/2023,6.0,100.92,942.0,1035.0,Credit Card
U1488,11/25/2023,40.0,488.08,530.0,4076.0,Credit Card
U494,4/29/2023,3.0,463.24,181.0,4629.0,PayPal
U3153,11/21/2023,9.0,23.87,547.0,2058.0,Credit Card
U936,5/5/2023,6.0,12.21,508.0,3215.0,Crypto
U3317,10/10/2023,1.0,210.54,830.0,1586.0,Crypto
U1151,7/29/2023,14.0,102.67,565.0,1950.0,Crypto
U1863,5/11/2023,6.0,93.89,827.0,3234.0,PayPal
U3077,10/22/2023,32.0,249.59,275.0,3050.0,Credit Card
U873,11/11/2023,44.0,470.57,688.0,826.0,Credit Card
U2958,2/10/2023,48.0,482.35,58.0,642.0,Credit Card
U1288,2/26/2023,18.0,81.72,929.0,3630.0,Credit Card
U1611,10/30/2023,45.0,118.39,573.0,4607.0,Bank Transfer
U361,5/30/2023,16.0,326.62,602.0,4227.0,Crypto
U1061,2/20/2023,3.0,371.27,148.0,1382.0,Crypto
U291,1/1/2023,43.0,410.37,293.0,4461.0,PayPal
U200,8/23/2023,2.0,415.9,245.0,496.0,Bank Transfer
U3313,11/11/2023,30.0,322.91,132.0,1346.0,Credit Card
U325,4/15/2023,3.0,176.84,135.0,2672.0,Credit Card
U1673,9/24/2023,23.0,63.45,317.0,3302.0,Crypto
U1399,5/29/2023,37.0,385.72,546.0,761.0,Crypto
U386,2/7/2023,1.0,86.93,169.0,201.0,Crypto
U1634,11/2/2023,9.0,187.74,18.0,3850.0,Bank Transfer
U1658,7/2/2023,5.0,312.59,357.0,4540.0,Bank Transfer
U2148,7/24/2023,1.0,168.73,926.0,2072.0,Bank Transfer
U676,6/12/2023,33.0,352.77,75.0,387.0,Bank Transfer
U2869,1/20/2023,37.0,249.08,543.0,4810.0,Bank Transfer
U978,1/30/2023,13.0,437.23,758.0,1375.0,PayPal
U3258,6/8/2023,11.0,238.35,70.0,3446.0,PayPal
U1676,11/29/2023,16.0,486.29,717.0,955.0,Credit Card
U1805,6/11/2023,33.0,194.11,32.0,3520.0,Crypto
U2171,8/27/2023,28.0,303.55,540.0,1366.0,Credit Card
U1562,6/19/2023,24.0,362.04,779.0,3571.0,Crypto
U1064,8/17/2023,48.0,101.1,110.0,3789.0,Crypto
U3023,11/5/2023,44.0,261.0,346.0,471.0,Bank Transfer
U2126,9/12/2023,32.0,7.01,377.0,218.0,Crypto
U706,2/22/2023,18.0,89.41,779.0,3390.0,Crypto
U1313,3/3/2023,38.0,314.9,936.0,2965.0,Bank Transfer
U3198,4/29/2023,48.0,281.02,79.0,22.0,PayPal
U3324,4/23/2023,39.0,455.01,845.0,3048.0,Crypto
U3353,2/8/2023,7.0,170.81,132.0,2442.0,PayPal
U186,10/12/2023,12.0,412.7,346.0,2296.0,Crypto
U1141,3/17/2023,50.0,433.98,756.0,909.0,PayPal
U168,10/5/2023,18.0,343.54,823.0,3300.0,Credit Card
U479,6/16/2023,11.0,293.27,322.0,373.0,PayPal
U1871,8/8/2023,21.0,289.85,392.0,148.0,Bank Transfer
U2922,10/23/2023,24.0,226.89,427.0,726.0,Bank Transfer
U867,7/17/2023,5.0,65.31,450.0,2337.0,PayPal
U909,7/13/2023,43.0,278.19,575.0,2130.0,PayPal
U3292,4/25/2023,33.0,67.47,633.0,658.0,Bank Transfer
U1212,9/21/2023,41.0,386.66,97.0,539.0,Crypto
U991,2/18/2023,48.0,116.09,249.0,2193.0,Bank Transfer
U1759,9/10/2023,47.0,175.98,693.0,1423.0,PayPal
U1228,10/5/2023,22.0,267.26,189.0,1206.0,Credit Card
U1050,4/20/2023,47.0,89.59,51.0,4635.0,PayPal
U2992,1/7/2023,25.0,61.78,209.0,1671.0,PayPal
U3204,5/26/2023,1.0,180.34,745.0,3099.0,PayPal
U512,10/28/2023,0.0,442.91,210.0,2059.0,Crypto
U525,3/18/2023,9.0,238.75,64.0,2365.0,Credit Card
U1894,10/7/2023,0.0,63.96,601.0,4078.0,Bank Transfer
U319,1/29/2023,48.0,156.94,33.0,2342.0,Credit Card
U3384,1/20/2023,3.0,375.43,587.0,4610.0,PayPal
U2103,2/3/2023,24.0,15.38,579.0,4529.0,PayPal
U718,4/30/2023,0.0,17.34,844.0,1583.0,PayPal
U415,8/4/2023,18.0,84.52,743.0,2693.0,Bank Transfer
U1067,6/18/2023,26.0,362.9,293.0,3903.0,Crypto
U1492,2/19/2023,3.0,299.78,564.0,840.0,Credit Card
U3222,9/29/2023,39.0,415.98,23.0,4948.0,Credit Card
U563,7/11/2023,25.0,253.85,529.0,4696.0,Credit Card
U3177,7/21/2023,8.0,434.69,112.0,1466.0,Bank Transfer
U1325,3/17/2023,22.0,319.92,92.0,4655.0,Credit Card
U1421,5/29/2023,46.0,210.54,117.0,1848.0,Crypto
U605,11/30/2023,18.0,85.44,683.0,1221.0,Bank Transfer
U1990,8/3/2023,30.0,363.9,59.0,4059.0,Bank Transfer
U2138,8/26/2023,9.0,354.65,285.0,2952.0,PayPal
U1351,5/22/2023,9.0,56.96,972.0,781.0,Bank Transfer
U2011,8/15/2023,21.0,418.42,132.0,1186.0,PayPal
U175,7/22/2023,21.0,335.0,117.0,4482.0,Bank Transfer
U1469,4/29/2023,29.0,492.9,103.0,4654.0,Crypto
U1012,10/19/2023,33.0,199.41,442.0,289.0,Crypto
U3358,4/15/2023,36.0,259.96,674.0,1810.0,PayPal
U287,10/2/2023,43.0,130.04,508.0,4093.0,Bank Transfer
U1206,4/19/2023,41.0,75.31,543.0,2829.0,PayPal
U2816,5/17/2023,9.0,258.93,215.0,3606.0,Credit Card
U273,8/14/2023,26.0,23.87,242.0,3539.0,PayPal
U1888,2/19/2023,18.0,179.91,15.0,4363.0,PayPal
U3186,2/14/2023,16.0,210.54,922.0,4421.0,Bank Transfer
U2865,7/11/2023,19.0,190.89,937.0,2913.0,Crypto
U3374,1/31/2023,23.0,117.26,259.0,2503.0,PayPal
U2072,3/29/2023,34.0,268.06,691.0,2518.0,PayPal
U1636,3/4/2023,,1.74,973.0,2890.0,PayPal
U1931,7/13/2023,9.0,16.3,960.0,657.0,Bank Transfer
U231,12/1/2023,13.0,341.39,716.0,1843.0,PayPal
U3244,7/11/2023,49.0,216.27,193.0,3383.0,PayPal
U1940,4/2/2023,32.0,362.64,699.0,1530.0,Credit Card
U2022,10/7/2023,14.0,67.89,215.0,588.0,Crypto
U2931,7/1/2023,39.0,16.53,994.0,4874.0,Credit Card
U1124,5/6/2023,46.0,491.73,379.0,3902.0,Bank Transfer
U363,8/29/2023,16.0,316.69,584.0,2064.0,PayPal
U1416,6/20/2023,15.0,358.54,745.0,3123.0,Bank Transfer
U1089,3/31/2023,5.0,267.72,364.0,4965.0,Credit Card
U1311,2/2/2023,23.0,451.85,915.0,2734.0,Credit Card
U1037,3/26/2023,5.0,14.89,87.0,1685.0,Crypto
U675,1/6/2023,18.0,44.57,621.0,415.0,Credit Card
U2002,3/3/2023,32.0,225.34,249.0,502.0,Crypto
U3028,12/1/2023,4.0,87.75,897.0,3406.0,Crypto
U347,7/1/2023,43.0,412.9,467.0,1373.0,PayPal
U2899,6/27/2023,29.0,498.88,6.0,2873.0,PayPal
U646,3/12/2023,26.0,221.49,186.0,2859.0,PayPal
U1395,1/19/2023,46.0,468.18,45.0,3434.0,Crypto
U1461,10/21/2023,25.0,131.06,268.0,2222.0,PayPal
U1305,4/8/2023,29.0,43.77,107.0,2037.0,Crypto
U2109,6/18/2023,22.0,123.23,574.0,2989.0,Credit Card
U1446,1/27/2023,6.0,91.05,337.0,2845.0,Credit Card
U472,4/28/2023,29.0,369.5,479.0,551.0,Bank Transfer
U146,2/3/2023,48.0,165.42,955.0,628.0,Bank Transfer
U925,5/28/2023,7.0,352.96,934.0,4793.0,Bank Transfer
U1240,11/6/2023,21.0,218.26,849.0,3816.0,Crypto
U985,5/6/2023,47.0,287.03,966.0,547.0,PayPal
U1574,9/6/2023,26.0,138.42,162.0,1780.0,Crypto
U1369,10/13/2023,17.0,271.49,371.0,3238.0,Bank Transfer
U977,7/8/2023,25.0,293.68,475.0,1784.0,Credit Card
U1901,2/28/2023,25.0,240.59,561.0,204.0,Credit Card
U1786,11/6/2023,40.0,393.07,912.0,2481.0,Bank Transfer
U2863,10/13/2023,39.0,416.55,772.0,1519.0,Credit Card
U2139,8/10/2023,34.0,225.7,704.0,3366.0,Credit Card
U2813,4/10/2023,6.0,231.29,235.0,4035.0,Bank Transfer
U2122,1/11/2023,32.0,322.53,74.0,4476.0,Credit Card
U713,9/7/2023,26.0,430.62,883.0,1981.0,Crypto
U3047,2/1/2023,50.0,233.1,26.0,625.0,Crypto
U1913,6/11/2023,6.0,155.34,646.0,492.0,Credit Card
U1972,5/20/2023,44.0,258.33,882.0,863.0,Crypto
U3154,5/13/2023,31.0,86.9,402.0,3935.0,Credit Card
U149,1/23/2023,12.0,78.42,380.0,4845.0,PayPal
U1042,5/3/2023,22.0,254.38,513.0,1839.0,Bank Transfer
U1104,4/21/2023,50.0,20.02,64.0,4278.0,Crypto
U1713,9/5/2023,50.0,57.29,22.0,1312.0,PayPal
U1324,2/9/2023,6.0,36.43,389.0,54.0,Credit Card
U129,3/15/2023,35.0,446.09,702.0,261.0,PayPal
U1183,4/27/2023,20.0,41.8,477.0,4900.0,Credit Card
U889,1/23/2023,26.0,207.23,980.0,2965.0,Crypto
U1188,4/22/2023,15.0,167.53,85.0,4832.0,Bank Transfer
U296,8/12/2023,25.0,219.47,452.0,1879.0,Crypto
U3242,4/6/2023,45.0,317.08,557.0,3405.0,Crypto
U2198,7/9/2023,19.0,22.68,811.0,1634.0,PayPal
U2828,10/14/2023,29.0,145.82,869.0,2102.0,Bank Transfer
U1854,8/23/2023,7.0,91.85,168.0,927.0,Credit Card
U3275,11/19/2023,17.0,466.95,775.0,3548.0,PayPal
U1495,4/15/2023,40.0,85.79,177.0,3262.0,Bank Transfer
U1312,5/27/2023,1.0,124.5,167.0,2579.0,PayPal
U1729,4/16/2023,23.0,434.59,481.0,2586.0,PayPal
U2933,8/18/2023,44.0,382.41,202.0,1655.0,Credit Card
U225,9/16/2023,24.0,1.23,246.0,4393.0,PayPal
U2065,3/7/2023,5.0,94.62,600.0,1496.0,PayPal
U2183,4/26/2023,9.0,65.94,596.0,2917.0,Bank Transfer
U841,11/12/2023,30.0,437.7,811.0,1487.0,Credit Card
U126,11/29/2023,30.0,472.55,888.0,2691.0,PayPal
U3088,1/9/2023,40.0,47.23,943.0,2967.0,Credit Card
U1297,2/1/2023,33.0,,315.0,2007.0,Crypto
U2195,6/4/2023,32.0,14.2,15.0,4240.0,Credit Card
U1566,11/8/2023,39.0,438.68,120.0,4059.0,Credit Card
U1885,11/16/2023,21.0,335.07,99.0,67.0,PayPal
U384,5/5/2023,11.0,374.45,651.0,4423.0,Crypto
U502,6/12/2023,24.0,486.6,490.0,3582.0,Credit Card
U934,9/16/2023,35.0,393.01,820.0,1742.0,Bank Transfer
U1100,8/29/2023,27.0,135.61,85.0,816.0,Credit Card
U1920,7/27/2023,25.0,125.93,197.0,4345.0,Bank Transfer
U497,4/6/2023,43.0,467.64,518.0,762.0,Bank Transfer
U1187,2/12/2023,6.0,477.88,432.0,1857.0,PayPal
U2146,8/18/2023,38.0,470.21,15.0,4146.0,Credit Card
U1260,9/28/2023,47.0,313.01,878.0,1254.0,PayPal
U1029,9/26/2023,35.0,391.48,674.0,4181.0,Crypto
U921,3/23/2023,47.0,411.82,438.0,3420.0,Credit Card
U27,5/6/2023,49.0,395.74,511.0,4681.0,Crypto
U1372,7/30/2023,35.0,275.51,566.0,2655.0,Credit Card
U1438,7/15/2023,13.0,339.95,180.0,4509.0,Credit Card
U2003,11/21/2023,14.0,106.89,239.0,644.0,Crypto
U808,7/5/2023,17.0,428.3,452.0,954.0,Credit Card
U3147,1/5/2023,30.0,258.56,769.0,3210.0,Crypto
U2157,3/26/2023,33.0,6.9,780.0,3113.0,PayPal
U1783,11/15/2023,18.0,198.07,415.0,2755.0,Credit Card
U294,7/29/2023,35.0,224.99,350.0,95.0,Bank Transfer
U1522,2/25/2023,2.0,262.7,852.0,4881.0,Crypto
U102,2/21/2023,33.0,168.77,664.0,4538.0,Bank Transfer
U2949,6/28/2023,38.0,372.24,565.0,1785.0,Bank Transfer
U1738,1/29/2023,25.0,436.61,76.0,71.0,Crypto
U1810,4/20/2023,36.0,208.04,155.0,1648.0,Crypto
U1486,7/6/2023,40.0,16.36,97.0,2320.0,Crypto
U2908,5/7/2023,29.0,86.13,308.0,4345.0,Credit Card
U1052,11/14/2023,35.0,85.31,447.0,4628.0,PayPal
U2820,3/25/2023,28.0,80.05,568.0,2330.0,Bank Transfer
U3363,10/6/2023,36.0,443.19,509.0,3036.0,Bank Transfer
U997,6/19/2023,46.0,93.42,532.0,1092.0,PayPal
U3200,3/27/2023,44.0,285.82,691.0,2055.0,Credit Card
U561,3/15/2023,4.0,59.75,882.0,1891.0,Crypto
U2937,10/17/2023,48.0,248.2,904.0,2377.0,Credit Card
U756,10/8/2023,20.0,237.8,690.0,4768.0,Bank Transfer
U1860,7/4/2023,0.0,278.52,750.0,1839.0,Bank Transfer
U955,6/28/2023,44.0,289.13,929.0,246.0,Crypto
U3219,9/5/2023,37.0,308.51,235.0,4364.0,Crypto
U1016,9/7/2023,32.0,27.02,420.0,4943.0,PayPal
U1570,6/27/2023,25.0,196.31,24.0,882.0,PayPal
U393,11/21/2023,45.0,409.81,669.0,4200.0,Crypto
U86,10/19/2023,46.0,172.46,29.0,4488.0,Credit Card
U1624,8/15/2023,29.0,458.62,644.0,3429.0,Credit Card
U187,11/11/2023,22.0,13.83,701.0,684.0,PayPal
U644,2/11/2023,2.0,35.36,753.0,251.0,Bank Transfer
U636,2/26/2023,38.0,212.0,804.0,28.0,Bank Transfer
U1778,1/11/2023,6.0,269.75,390.0,2397.0,Bank Transfer
U2173,7/13/2023,50.0,170.28,177.0,3142.0,Crypto
U1293,8/22/2023,29.0,421.22,500.0,130.0,PayPal
U849,3/15/2023,31.0,160.5,589.0,2782.0,Bank Transfer
U367,4/21/2023,44.0,232.56,117.0,1941.0,Crypto
U670,1/17/2023,10.0,51.82,963.0,158.0,PayPal
U1813,11/11/2023,50.0,53.02,37.0,974.0,Bank Transfer
U3269,6/10/2023,49.0,232.35,683.0,3073.0,Bank Transfer
U3343,2/20/2023,6.0,402.8,235.0,772.0,Bank Transfer
U822,1/2/2023,12.0,425.79,56.0,2964.0,Bank Transfer
U3091,3/22/2023,35.0,465.75,79.0,1874.0,Bank Transfer
U91,11/17/2023,47.0,131.69,228.0,3750.0,Crypto
U1956,7/24/2023,0.0,429.98,315.0,3697.0,Bank Transfer
U3371,7/30/2023,8.0,422.15,588.0,541.0,PayPal
U483,10/6/2023,13.0,438.25,97.0,4234.0,Credit Card
U3370,6/18/2023,28.0,191.38,175.0,1803.0,Bank Transfer
U2106,6/19/2023,3.0,7.46,357.0,3152.0,Crypto
U3217,9/7/2023,18.0,439.69,64.0,2885.0,Crypto
U1371,5/7/2023,44.0,396.49,847.0,818.0,PayPal
U99,6/20/2023,18.0,229.82,52.0,3672.0,Credit Card
U2175,7/27/2023,15.0,339.95,518.0,2505.0,Credit Card
U1934,4/14/2023,29.0,349.66,88.0,694.0,Crypto
U2023,4/20/2023,35.0,156.5,285.0,4815.0,Bank Transfer
U1733,10/9/2023,21.0,334.05,719.0,706.0,PayPal
U164,5/1/2023,10.0,268.44,750.0,4618.0,Bank Transfer
U2060,8/27/2023,14.0,375.06,113.0,3669.0,Crypto
U504,5/10/2023,22.0,248.08,691.0,2358.0,Credit Card
U746,10/27/2023,3.0,11.18,93.0,3085.0,Bank Transfer
U2881,1/4/2023,43.0,177.91,352.0,4828.0,PayPal
U3061,10/5/2023,50.0,380.69,867.0,567.0,Crypto
U1702,8/31/2023,18.0,413.92,369.0,169.0,Credit Card
U85,11/15/2023,42.0,11.81,600.0,4530.0,PayPal
U884,9/7/2023,26.0,461.33,889.0,1141.0,Credit Card
U1172,4/9/2023,38.0,169.85,185.0,2522.0,Crypto
U2056,4/17/2023,39.0,371.65,129.0,3689.0,Credit Card
U1419,9/25/2023,,298.91,702.0,2455.0,Credit Card
U90,9/27/2023,47.0,191.11,471.0,931.0,Bank Transfer
U2875,10/9/2023,10.0,470.48,448.0,2442.0,Crypto
U1000,11/22/2023,32.0,424.8,295.0,1750.0,Credit Card
U3280,6/30/2023,6.0,399.21,805.0,3200.0,PayPal
U1161,2/26/2023,47.0,401.7,998.0,2314.0,Bank Transfer
U3035,9/20/2023,35.0,86.9,947.0,3179.0,
U1833,8/22/2023,22.0,469.97,466.0,2595.0,Bank Transfer
U1989,3/7/2023,6.0,314.9,844.0,54.0,Bank Transfer
U1420,1/10/2023,1.0,148.16,227.0,1184.0,Credit Card
U1622,5/17/2023,3.0,385.26,774.0,330.0,Crypto
U3298,3/23/2023,31.0,306.52,389.0,2818.0,Crypto
U1192,6/25/2023,12.0,494.5,955.0,4254.0,Crypto
U1874,6/25/2023,40.0,418.43,770.0,1894.0,Bank Transfer
U1074,8/10/2023,25.0,339.56,490.0,1426.0,PayPal
U1928,4/8/2023,32.0,265.01,559.0,4.0,PayPal
U2894,4/17/2023,21.0,257.91,699.0,3926.0,Credit Card
U1787,8/26/2023,21.0,469.55,739.0,2290.0,PayPal
U26,3/7/2023,14.0,311.09,587.0,1114.0,PayPal
U1674,4/26/2023,28.0,160.31,191.0,193.0,Bank Transfer
U593,7/10/2023,14.0,494.98,461.0,2559.0,Bank Transfer
U2846,6/6/2023,10.0,404.4,309.0,1184.0,Credit Card
U3008,4/11/2023,10.0,70.72,544.0,3302.0,Bank Transfer
U431,1/13/2023,50.0,95.3,310.0,2932.0,Bank Transfer
U1024,11/21/2023,,21.43,626.0,4743.0,Bank Transfer
U754,4/25/2023,14.0,69.04,697.0,4065.0,PayPal
U1828,8/24/2023,49.0,18.55,760.0,2054.0,PayPal
U1558,11/1/2023,10.0,208.3,549.0,3159.0,Crypto
U1035,10/27/2023,36.0,489.77,363.0,274.0,Bank Transfer
U635,1/31/2023,9.0,405.59,633.0,3422.0,Bank Transfer
U1798,4/30/2023,6.0,178.47,999.0,4350.0,Credit Card
U767,2/24/2023,3.0,70.69,606.0,3108.0,Bank Transfer
U2053,6/11/2023,10.0,45.75,743.0,4081.0,Bank Transfer
U1087,10/5/2023,48.0,221.76,713.0,2387.0,Crypto
U3129,10/14/2023,4.0,224.27,785.0,1691.0,Credit Card
U1220,8/10/2023,3.0,482.03,237.0,1900.0,Crypto
