id,age,gender,country,sign_up_date,membership_level,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U1711,34.0,Male,USA,9/28/2016,Platinum,6/5/2023,18.0,282.0,403.0,1536.0,Bank Transfer
U344,68.0,Male,Germany,1/29/2021,Gold,4/8/2023,19.0,11.38,91.0,4836.0,Crypto
U751,49.0,Female,USA,3/23/2017,Silver,3/28/2023,21.0,407.58,843.0,3070.0,Bank Transfer
U261,20.0,Female,USA,10/25/2021,Platinum,5/20/2023,2.0,291.71,509.0,3430.0,Bank Transfer
U2028,33.0,Female,Canada,9/19/2018,Silver,7/15/2023,23.0,347.72,562.0,782.0,Credit Card
U511,39.0,Male,USA,5/12/2017,Silver,8/16/2023,34.0,178.3,216.0,2180.0,Credit Card
U1028,45.0,Male,USA,7/25/2019,Gold,7/12/2023,12.0,178.49,883.0,648.0,Crypto
U355,50.0,Female,Canada,6/12/2021,Silver,1/13/2023,13.0,,56.0,949.0,PayPal
U1717,62.0,Female,India,2/7/2021,Gold,2/14/2023,10.0,387.64,620.0,1753.0,PayPal
U1213,59.0,Female,UK,10/2/2016,Gold,4/21/2023,2.0,52.25,363.0,4406.0,Credit Card
U1225,48.0,Male,India,6/18/2022,Gold,7/19/2023,29.0,297.18,556.0,1282.0,Credit Card
U856,22.0,Female,USA,12/16/2017,Free,9/7/2023,38.0,178.0,78.0,814.0,PayPal
U1785,18.0,Male,USA,3/14/2015,Platinum,5/6/2023,36.0,437.53,660.0,322.0,PayPal
U1507,60.0,Male,India,7/19/2019,Platinum,6/24/2023,24.0,266.48,685.0,4446.0,PayPal
U212,44.0,Male,Canada,8/27/2016,Platinum,2/9/2023,40.0,234.88,78.0,3130.0,PayPal
U22,64.0,Female,Germany,9/2/2017,Silver,2/27/2023,31.0,325.35,151.0,740.0,PayPal
U728,32.0,Female,UK,9/16/2015,Free,6/9/2023,36.0,179.99,711.0,2445.0,Crypto
U2186,60.0,Male,Germany,,Gold,6/1/2023,34.0,396.97,813.0,3414.0,Bank Transfer
U1936,70.0,Female,India,10/22/2015,Silver,8/22/2023,32.0,400.3,208.0,3702.0,PayPal
U367,34.0,Female,Germany,4/19/2020,Platinum,4/21/2023,44.0,232.56,117.0,1941.0,Crypto
U689,68.0,Female,UK,4/4/2021,Gold,11/16/2023,9.0,444.25,703.0,1285.0,Bank Transfer
U1320,43.0,Male,USA,3/14/2017,Gold,8/17/2023,50.0,102.69,540.0,2350.0,PayPal
U2055,36.0,Male,USA,6/11/2016,Free,11/25/2023,15.0,378.24,309.0,4408.0,Crypto
U1631,54.0,Male,Germany,10/7/2015,Free,3/3/2023,11.0,127.69,857.0,1410.0,PayPal
U57,,Male,Germany,4/24/2020,Gold,3/1/2023,39.0,479.23,386.0,2399.0,Crypto
U1035,24.0,,USA,3/25/2018,Silver,10/27/2023,36.0,489.77,363.0,274.0,Bank Transfer
U1731,66.0,Male,USA,5/28/2022,Free,2/2/2023,44.0,394.37,170.0,3823.0,PayPal
U1503,60.0,Male,Germany,7/12/2021,Platinum,7/19/2023,45.0,162.92,541.0,2718.0,PayPal
U1419,67.0,Female,USA,1/7/2018,Silver,9/25/2023,,298.91,702.0,2455.0,Credit Card
U314,36.0,Male,Canada,11/25/2020,Gold,3/29/2023,49.0,51.02,344.0,1285.0,PayPal
U1190,28.0,Male,Germany,3/14/2017,Platinum,1/7/2023,35.0,495.07,913.0,1751.0,PayPal
U193,54.0,Male,UK,2/6/2022,Gold,5/27/2023,15.0,23.87,254.0,3137.0,Crypto
U596,70.0,Male,USA,3/23/2017,Platinum,3/24/2023,1.0,104.41,16.0,186.0,Crypto
U940,39.0,Female,USA,3/15/2018,Gold,8/1/2023,50.0,340.77,788.0,4314.0,Bank Transfer
U1386,66.0,Male,USA,6/27/2015,Free,4/17/2023,5.0,144.95,566.0,504.0,Bank Transfer
U145,68.0,Male,Germany,11/10/2022,Free,10/28/2023,49.0,177.16,80.0,1545.0,Credit Card
U173,22.0,Male,Germany,10/22/2019,Free,4/26/2023,46.0,105.38,270.0,1672.0,Crypto
U334,49.0,Female,Canada,7/31/2020,Free,1/3/2023,22.0,1.01,10.0,3213.0,Crypto
U1963,35.0,Male,India,3/14/2017,Platinum,6/8/2023,15.0,332.52,490.0,2108.0,Crypto
U438,32.0,Male,India,9/23/2022,Platinum,7/6/2023,7.0,478.99,356.0,98.0,Crypto
U952,68.0,Female,Canada,10/6/2015,Gold,9/29/2023,24.0,161.17,12.0,2755.0,Bank Transfer
U774,61.0,Female,UK,5/14/2020,Platinum,5/13/2023,19.0,358.37,803.0,985.0,Credit Card
U1918,23.0,Male,USA,11/26/2021,Free,1/8/2023,20.0,26.53,390.0,4651.0,PayPal
U753,65.0,Male,Germany,12/1/2019,Free,3/11/2023,6.0,14.69,399.0,1018.0,Bank Transfer
U672,41.0,Male,Germany,2/29/2020,Platinum,8/25/2023,38.0,9.86,883.0,3903.0,Crypto
U1773,18.0,Female,India,3/28/2016,Gold,1/13/2023,25.0,280.67,940.0,4120.0,Crypto
U1130,36.0,Female,Germany,12/21/2022,Free,7/12/2023,21.0,416.76,199.0,4287.0,Crypto
U199,56.0,Male,USA,7/15/2015,Platinum,8/7/2023,25.0,22.96,371.0,1355.0,PayPal
U1351,19.0,Male,UK,1/9/2018,Free,5/22/2023,9.0,56.96,972.0,781.0,Bank Transfer
U2008,61.0,Male,UK,1/26/2019,Free,9/19/2023,22.0,479.53,123.0,3960.0,Crypto
U714,60.0,Female,USA,8/27/2016,Platinum,3/23/2023,9.0,152.0,683.0,1077.0,Bank Transfer
U1170,56.0,Male,Canada,11/30/2022,Platinum,11/29/2023,45.0,192.03,407.0,387.0,Credit Card
U506,60.0,Male,India,11/23/2019,Gold,3/2/2023,20.0,12.07,731.0,203.0,Bank Transfer
U807,22.0,Male,Germany,7/7/2022,Gold,7/29/2023,19.0,46.84,596.0,307.0,Bank Transfer
U1884,27.0,Female,Germany,7/17/2018,Free,3/18/2023,10.0,306.87,782.0,2545.0,Bank Transfer
U996,44.0,Male,Canada,3/28/2015,Silver,2/4/2023,7.0,340.85,497.0,3596.0,Bank Transfer
U951,64.0,Female,India,3/9/2022,Gold,11/1/2023,15.0,141.85,763.0,1410.0,Crypto
U1639,31.0,Male,USA,9/26/2016,Free,10/30/2023,34.0,407.22,4.0,4821.0,Credit Card
U2188,39.0,Female,Germany,11/18/2018,Gold,10/20/2023,31.0,490.63,266.0,2970.0,Credit Card
U1219,35.0,Male,UK,6/4/2017,Platinum,11/5/2023,49.0,26.61,627.0,4102.0,PayPal
U1960,68.0,Male,Germany,8/24/2019,Silver,6/25/2023,7.0,43.88,54.0,2197.0,Bank Transfer
U457,36.0,Female,Canada,10/28/2021,Silver,7/24/2023,15.0,485.01,997.0,3469.0,Credit Card
U1618,41.0,Male,Canada,7/16/2015,Silver,4/9/2023,14.0,336.0,554.0,2914.0,PayPal
U1568,50.0,Female,Germany,11/19/2019,Platinum,2/15/2023,46.0,485.39,62.0,4213.0,Credit Card
U1919,27.0,Male,Canada,7/31/2018,Free,8/10/2023,35.0,213.41,145.0,3054.0,PayPal
U241,52.0,Male,India,12/19/2022,Platinum,8/26/2023,49.0,362.03,569.0,2311.0,Bank Transfer
U1153,65.0,Male,India,10/14/2015,Silver,10/2/2023,37.0,142.94,874.0,286.0,Credit Card
U130,32.0,Female,India,9/25/2022,Platinum,6/18/2023,0.0,446.45,757.0,395.0,PayPal
U183,41.0,Male,India,1/15/2021,Silver,11/9/2023,4.0,180.91,825.0,4968.0,Credit Card
U90,22.0,Male,UK,11/29/2019,Free,9/27/2023,47.0,191.11,471.0,931.0,Bank Transfer
U1232,27.0,Female,Canada,12/19/2021,Platinum,4/9/2023,24.0,405.29,439.0,4513.0,Crypto
U912,48.0,Male,Canada,5/24/2015,Gold,11/27/2023,8.0,273.3,629.0,4289.0,Crypto
U1175,26.0,Male,India,7/6/2022,Platinum,10/27/2023,20.0,95.59,971.0,1492.0,Bank Transfer
U1088,32.0,Male,India,2/1/2020,Gold,11/24/2023,36.0,485.56,82.0,824.0,Crypto
U512,48.0,Female,USA,5/11/2020,Gold,10/28/2023,0.0,442.91,210.0,2059.0,Crypto
U1431,41.0,Male,UK,12/21/2020,Platinum,6/8/2023,,476.02,37.0,2870.0,Crypto
U918,29.0,Male,India,7/16/2018,Platinum,7/23/2023,31.0,354.26,589.0,1256.0,Credit Card
U700,26.0,Male,USA,4/1/2021,Free,4/26/2023,,305.93,347.0,3248.0,PayPal
U749,19.0,Male,USA,11/28/2016,Free,1/19/2023,25.0,112.68,967.0,4666.0,Credit Card
U385,35.0,Female,Canada,7/4/2018,Platinum,2/8/2023,46.0,471.37,813.0,1972.0,PayPal
U2095,23.0,Male,USA,11/3/2019,Platinum,3/31/2023,22.0,463.05,285.0,729.0,Crypto
U1771,51.0,Male,UK,6/5/2015,Gold,6/24/2023,41.0,470.71,735.0,758.0,PayPal
U303,46.0,Female,UK,7/10/2020,Silver,10/11/2023,28.0,202.65,634.0,1589.0,PayPal
U1286,27.0,Female,Germany,6/22/2017,Silver,11/19/2023,28.0,285.03,439.0,1664.0,PayPal
U1874,66.0,Female,India,9/13/2021,Free,6/25/2023,40.0,418.43,770.0,1894.0,Bank Transfer
U1352,39.0,Male,Canada,9/9/2017,Platinum,10/31/2023,7.0,460.61,336.0,3286.0,Credit Card
U1017,37.0,Male,USA,8/6/2018,Silver,5/18/2023,46.0,330.07,426.0,4284.0,Credit Card
U1768,69.0,Female,India,6/19/2022,Gold,6/22/2023,45.0,44.64,697.0,2495.0,Bank Transfer
U1128,32.0,Female,India,6/4/2018,Silver,5/25/2023,29.0,468.9,554.0,4144.0,Credit Card
U1953,64.0,Female,India,4/6/2021,Silver,10/8/2023,41.0,494.16,609.0,3207.0,Credit Card
U1896,64.0,Male,Canada,11/18/2021,Silver,9/8/2023,15.0,247.98,57.0,2840.0,Bank Transfer
U226,55.0,Male,USA,10/7/2016,Platinum,11/16/2023,17.0,215.92,223.0,1514.0,PayPal
U1029,23.0,Female,Canada,10/16/2020,Silver,9/26/2023,35.0,391.48,674.0,4181.0,Crypto
U617,60.0,Female,India,6/18/2018,Free,6/7/2023,30.0,392.24,430.0,3215.0,Bank Transfer
U154,55.0,Male,Germany,5/17/2019,Free,2/21/2023,7.0,404.62,779.0,1758.0,Credit Card
U1031,52.0,Female,UK,2/12/2016,Platinum,4/19/2023,4.0,238.88,139.0,1252.0,Credit Card
U2012,64.0,Female,Canada,3/11/2022,Gold,1/21/2023,13.0,93.52,964.0,3203.0,PayPal
U992,24.0,,UK,12/14/2016,Gold,8/15/2023,24.0,244.84,196.0,3368.0,Bank Transfer
U1047,63.0,Male,India,12/24/2019,Silver,5/24/2023,35.0,22.01,566.0,2233.0,PayPal
U1543,32.0,Male,USA,1/27/2022,Gold,8/11/2023,44.0,87.63,88.0,2484.0,PayPal
U1603,43.0,Male,USA,10/8/2022,Platinum,11/6/2023,36.0,184.34,847.0,1025.0,Bank Transfer
U2016,67.0,Male,India,8/4/2022,Free,2/25/2023,12.0,115.17,861.0,4870.0,Bank Transfer
U1298,68.0,Male,Germany,3/6/2018,Platinum,8/2/2023,32.0,293.11,523.0,4655.0,Credit Card
U1329,51.0,Female,Germany,4/6/2015,Free,6/4/2023,35.0,441.98,919.0,4632.0,Bank Transfer
U1579,41.0,Female,UK,1/7/2019,Platinum,7/28/2023,43.0,,809.0,2472.0,PayPal
U720,46.0,Female,India,4/2/2018,Platinum,8/12/2023,13.0,439.69,152.0,2407.0,Crypto
U534,18.0,Female,India,12/31/2016,Platinum,2/9/2023,,195.53,313.0,1211.0,PayPal
U1013,70.0,Female,India,10/31/2020,Platinum,2/28/2023,50.0,89.7,399.0,2312.0,Bank Transfer
U1380,19.0,Female,Canada,8/8/2016,Platinum,6/14/2023,6.0,178.97,465.0,3908.0,Credit Card
U1178,70.0,Male,India,9/26/2021,Gold,6/14/2023,22.0,104.64,498.0,4598.0,Crypto
U781,69.0,Male,Canada,2/10/2020,Free,4/3/2023,13.0,185.73,557.0,1843.0,Crypto
U1077,60.0,Male,UK,6/15/2021,Free,11/17/2023,31.0,283.08,747.0,4974.0,Credit Card
U1552,60.0,Female,Canada,7/13/2017,Silver,1/11/2023,47.0,41.73,888.0,3434.0,Credit Card
U167,61.0,Female,UK,1/17/2018,Free,1/14/2023,26.0,190.05,156.0,4222.0,PayPal
U1292,30.0,Female,Canada,8/18/2018,Platinum,4/14/2023,30.0,6.66,952.0,4122.0,PayPal
U605,20.0,Male,UK,12/30/2015,Platinum,11/30/2023,18.0,85.44,683.0,1221.0,Bank Transfer
U1758,24.0,Female,India,2/12/2015,Silver,7/9/2023,15.0,92.99,799.0,3046.0,Credit Card
U1050,66.0,Female,Germany,9/24/2017,Silver,4/20/2023,47.0,89.59,51.0,4635.0,PayPal
U2071,65.0,Male,Germany,10/17/2016,Free,1/16/2023,26.0,284.52,266.0,2408.0,PayPal
U1330,32.0,Female,Germany,5/31/2016,Free,9/29/2023,19.0,467.22,135.0,4223.0,Credit Card
U1927,28.0,Female,India,8/26/2022,Gold,1/2/2023,11.0,183.45,449.0,4420.0,Bank Transfer
U2011,34.0,Female,Canada,10/12/2019,Silver,8/15/2023,21.0,418.42,132.0,1186.0,PayPal
U330,18.0,Male,USA,12/14/2021,Free,1/12/2023,32.0,253.48,995.0,2346.0,PayPal
U734,66.0,Female,USA,11/13/2016,Free,1/12/2023,,169.59,57.0,2875.0,Crypto
U1784,58.0,Male,Canada,6/7/2022,Free,3/20/2023,45.0,328.88,479.0,740.0,Credit Card
U2179,26.0,Male,India,8/14/2017,Free,6/3/2023,30.0,127.38,532.0,635.0,Crypto
U572,58.0,Male,Germany,1/8/2022,Silver,7/5/2023,11.0,16.53,675.0,3687.0,Bank Transfer
U1921,57.0,Female,UK,9/7/2021,Gold,5/31/2023,20.0,64.23,159.0,265.0,PayPal
U2123,18.0,Female,India,7/5/2021,Gold,10/14/2023,10.0,41.64,120.0,4047.0,Crypto
U1881,55.0,Female,USA,7/31/2022,Free,11/11/2023,1.0,392.12,565.0,2921.0,Bank Transfer
U396,63.0,Male,UK,6/29/2016,Free,4/5/2023,14.0,370.61,775.0,2766.0,Credit Card
U1336,32.0,Male,USA,6/7/2019,Silver,3/29/2023,5.0,382.14,151.0,4111.0,PayPal
U358,27.0,Male,Canada,9/26/2019,Platinum,4/21/2023,1.0,81.05,92.0,1254.0,Credit Card
U908,65.0,Female,USA,8/26/2016,Silver,7/19/2023,16.0,158.59,124.0,672.0,Credit Card
U1856,50.0,Female,Canada,7/9/2021,Silver,5/4/2023,2.0,29.37,772.0,2919.0,PayPal
U1458,36.0,Male,USA,10/27/2020,Gold,10/2/2023,42.0,49.85,783.0,3042.0,Crypto
U969,63.0,Male,Germany,4/27/2021,Silver,11/15/2023,1.0,403.67,797.0,1164.0,Credit Card
U137,25.0,Male,Germany,9/17/2015,Platinum,4/27/2023,16.0,389.26,255.0,4834.0,Credit Card
U309,31.0,Female,USA,3/11/2020,Silver,,33.0,413.33,113.0,125.0,PayPal
U1695,33.0,Female,Germany,8/29/2019,Gold,11/14/2023,4.0,294.7,49.0,1655.0,PayPal
U98,70.0,Female,USA,12/3/2020,Silver,5/1/2023,4.0,394.37,358.0,4563.0,Credit Card
U161,21.0,Female,Canada,1/5/2017,Free,7/31/2023,23.0,309.9,289.0,3807.0,Credit Card
U213,25.0,Female,USA,9/28/2022,Free,1/7/2023,29.0,89.39,436.0,414.0,Credit Card
U2197,37.0,Female,UK,2/24/2017,Silver,10/8/2023,36.0,433.92,874.0,867.0,PayPal
U966,53.0,Female,UK,5/4/2017,Gold,11/12/2023,17.0,81.4,692.0,2988.0,PayPal
U1325,35.0,Male,USA,8/25/2018,Gold,3/17/2023,22.0,319.92,92.0,4655.0,Credit Card
U668,68.0,Male,Canada,1/30/2016,Platinum,4/23/2023,33.0,450.78,423.0,1510.0,Crypto
U868,47.0,Female,UK,9/15/2018,Gold,6/25/2023,23.0,250.82,252.0,4282.0,PayPal
U2091,33.0,Female,Canada,1/14/2017,Free,1/21/2023,27.0,36.57,551.0,1645.0,PayPal
U18,18.0,Female,USA,4/2/2016,Gold,10/27/2023,47.0,466.43,135.0,3814.0,PayPal
U1760,61.0,Female,India,7/8/2017,Silver,5/30/2023,14.0,165.61,365.0,4511.0,Bank Transfer
U873,53.0,Male,India,11/30/2021,Gold,11/11/2023,44.0,470.57,688.0,826.0,Credit Card
U203,31.0,Female,UK,7/22/2022,Gold,7/24/2023,30.0,389.37,271.0,537.0,Crypto
U2081,21.0,Female,Germany,2/21/2019,Platinum,9/18/2023,1.0,202.42,135.0,3429.0,Crypto
U1376,29.0,Female,USA,10/8/2019,Silver,3/31/2023,11.0,344.03,842.0,1357.0,Credit Card
U1866,43.0,Female,UK,9/1/2021,Platinum,6/21/2023,13.0,265.85,965.0,562.0,Credit Card
U85,67.0,Male,India,1/11/2020,Silver,11/15/2023,42.0,11.81,600.0,4530.0,PayPal
U1040,64.0,Male,Germany,10/25/2018,Gold,2/23/2023,22.0,444.69,366.0,1830.0,Crypto
U1207,69.0,Female,UK,11/20/2016,Gold,10/6/2023,31.0,108.47,231.0,1022.0,Bank Transfer
U332,30.0,Female,USA,10/2/2015,Gold,10/12/2023,27.0,185.39,81.0,3447.0,Bank Transfer
U790,45.0,Female,UK,9/23/2015,Silver,7/10/2023,4.0,85.37,961.0,1679.0,Crypto
U194,55.0,Female,USA,12/5/2022,Platinum,9/8/2023,21.0,437.18,343.0,529.0,Credit Card
U1046,41.0,Female,Germany,1/21/2017,Platinum,2/1/2023,25.0,314.73,283.0,4662.0,Bank Transfer
U1511,27.0,Female,Canada,9/8/2015,Platinum,6/1/2023,15.0,393.58,670.0,82.0,Credit Card
U943,26.0,Male,India,9/10/2021,Free,2/26/2023,28.0,410.46,967.0,1271.0,Crypto
U1094,26.0,Female,Canada,8/30/2017,Silver,11/7/2023,8.0,140.59,98.0,322.0,Bank Transfer
U1662,18.0,Male,Canada,1/30/2020,Gold,3/16/2023,15.0,307.24,893.0,4979.0,Crypto
U1650,40.0,Female,USA,11/18/2015,Platinum,5/23/2023,43.0,293.58,116.0,1643.0,Bank Transfer
U1782,41.0,Female,Germany,12/15/2017,Platinum,7/9/2023,2.0,158.7,734.0,3115.0,Bank Transfer
U45,65.0,Female,UK,6/25/2016,Platinum,1/4/2023,33.0,359.82,173.0,1559.0,Credit Card
U1340,61.0,Male,USA,11/19/2022,Gold,7/4/2023,14.0,109.38,531.0,3463.0,PayPal
U830,56.0,,UK,10/15/2022,Silver,1/6/2023,50.0,202.71,757.0,156.0,Credit Card
U1654,41.0,Male,UK,8/11/2019,Gold,8/17/2023,0.0,25.98,454.0,4389.0,Bank Transfer
U671,51.0,Female,Germany,3/24/2021,Gold,1/13/2023,27.0,240.76,214.0,3029.0,Crypto
U1370,53.0,Female,Canada,1/15/2022,Platinum,5/1/2023,23.0,250.99,147.0,910.0,Bank Transfer
U1538,61.0,Female,India,1/29/2021,Platinum,4/19/2023,0.0,116.68,537.0,4572.0,Crypto
U1263,64.0,Male,Canada,4/11/2018,Silver,9/30/2023,12.0,91.58,408.0,4409.0,PayPal
U869,26.0,Female,Canada,8/25/2018,Free,2/5/2023,11.0,470.21,314.0,189.0,Credit Card
U863,60.0,Male,UK,11/18/2022,Free,7/11/2023,35.0,328.73,480.0,2897.0,PayPal
U627,51.0,Female,India,12/15/2015,Free,7/7/2023,47.0,70.6,831.0,3142.0,Bank Transfer
U1813,23.0,Male,India,11/30/2016,Platinum,11/11/2023,50.0,53.02,37.0,974.0,Bank Transfer
U10,51.0,Female,India,11/8/2015,Free,10/20/2023,29.0,33.47,327.0,218.0,PayPal
U837,47.0,Female,India,8/3/2021,Gold,3/6/2023,5.0,260.63,366.0,3560.0,PayPal
U122,53.0,Female,UK,3/3/2021,Silver,7/23/2023,0.0,240.11,34.0,4756.0,PayPal
U636,61.0,Female,USA,3/22/2021,Platinum,2/26/2023,38.0,212.0,804.0,28.0,Bank Transfer
U1905,18.0,Female,USA,4/2/2015,Platinum,10/20/2023,9.0,,739.0,2291.0,Bank Transfer
U1829,51.0,Female,UK,3/15/2021,Gold,5/9/2023,6.0,443.31,243.0,1248.0,Crypto
U1382,22.0,Female,Canada,8/28/2020,Silver,4/15/2023,37.0,406.21,626.0,74.0,Credit Card
U1652,64.0,Male,Canada,4/8/2015,Gold,3/8/2023,7.0,44.06,600.0,4693.0,Bank Transfer
U1599,55.0,Female,USA,1/9/2016,Platinum,4/11/2023,31.0,474.2,118.0,4730.0,Credit Card
U664,50.0,Male,USA,10/29/2017,Platinum,1/25/2023,17.0,487.91,22.0,4298.0,Bank Transfer
U140,26.0,Male,UK,8/18/2019,Platinum,6/10/2023,11.0,94.32,114.0,4054.0,Bank Transfer
U1995,32.0,Male,USA,7/26/2021,Free,3/16/2023,6.0,313.68,643.0,2423.0,PayPal
U378,39.0,Male,India,9/30/2015,Platinum,9/21/2023,46.0,463.86,218.0,3244.0,Credit Card
U288,25.0,Female,USA,4/9/2015,Gold,11/2/2023,35.0,39.03,491.0,3656.0,PayPal
U573,50.0,Female,Canada,9/14/2018,Platinum,9/6/2023,48.0,264.79,342.0,40.0,Credit Card
U1755,58.0,Female,USA,9/6/2022,Free,9/5/2023,48.0,323.23,692.0,3484.0,PayPal
U1716,66.0,Male,UK,3/2/2022,Gold,6/26/2023,42.0,391.37,295.0,1727.0,Credit Card
U1988,33.0,Male,USA,7/14/2021,Free,7/24/2023,20.0,308.26,916.0,2846.0,Bank Transfer
U2119,25.0,Male,UK,4/28/2017,Free,3/16/2023,17.0,111.16,507.0,605.0,Credit Card
U87,19.0,Female,Germany,12/2/2021,Platinum,4/22/2023,11.0,47.52,970.0,1485.0,Bank Transfer
U507,34.0,Male,Germany,8/11/2021,Gold,6/29/2023,5.0,172.95,468.0,774.0,Bank Transfer
U835,19.0,Male,Canada,5/22/2022,Platinum,5/6/2023,38.0,317.08,466.0,576.0,PayPal
U293,47.0,Female,Canada,6/29/2019,Platinum,1/18/2023,31.0,396.41,879.0,306.0,Crypto
U48,57.0,Female,Canada,10/14/2018,Gold,9/26/2023,41.0,108.88,411.0,2849.0,Crypto
U801,40.0,Male,Germany,8/17/2018,Silver,10/10/2023,4.0,438.1,518.0,1191.0,PayPal
U934,29.0,Female,Germany,9/10/2015,Gold,9/16/2023,35.0,393.01,820.0,1742.0,Bank Transfer
U1730,53.0,Male,India,6/13/2021,Platinum,6/5/2023,4.0,2.39,273.0,2398.0,PayPal
U1968,48.0,Female,USA,7/31/2017,Gold,10/9/2023,7.0,355.53,212.0,2158.0,PayPal
U184,70.0,Female,Canada,4/9/2017,Free,5/29/2023,10.0,77.18,340.0,1179.0,Credit Card
U1152,62.0,Female,India,7/5/2022,Platinum,8/17/2023,50.0,433.53,427.0,3126.0,Bank Transfer
U192,38.0,Male,USA,9/6/2015,Silver,5/17/2023,46.0,187.28,524.0,1595.0,PayPal
U1494,18.0,Female,USA,4/3/2018,Silver,3/29/2023,47.0,199.33,676.0,3919.0,Crypto
U1012,66.0,Male,Canada,1/23/2018,Gold,10/19/2023,33.0,199.41,442.0,289.0,Crypto
U2133,35.0,Female,UK,2/20/2019,Free,3/9/2023,21.0,299.43,53.0,2302.0,PayPal
U2097,54.0,Male,Germany,7/11/2018,Silver,8/21/2023,36.0,364.08,96.0,4547.0,Crypto
U1530,47.0,Male,India,3/1/2020,Gold,9/25/2023,24.0,162.26,15.0,1732.0,PayPal
U522,50.0,Female,Germany,5/19/2020,Free,6/29/2023,5.0,136.29,632.0,2474.0,Credit Card
U2063,25.0,Male,India,9/9/2017,Silver,4/3/2023,50.0,,984.0,985.0,PayPal
U970,62.0,Male,Canada,11/6/2016,Free,9/28/2023,31.0,129.71,163.0,3951.0,Crypto
U905,62.0,Male,USA,10/31/2017,Platinum,8/3/2023,19.0,175.59,417.0,1703.0,PayPal
U158,24.0,Male,Germany,5/20/2015,Platinum,5/9/2023,21.0,258.94,100.0,3079.0,PayPal
U611,59.0,Male,Canada,11/22/2015,Free,10/28/2023,32.0,94.34,271.0,4805.0,Bank Transfer
U866,28.0,Male,Canada,1/8/2022,Free,8/5/2023,23.0,337.6,261.0,1654.0,Crypto
U270,37.0,Female,UK,6/6/2015,Silver,2/11/2023,39.0,40.07,960.0,3762.0,PayPal
U621,34.0,Female,Canada,5/16/2018,Platinum,1/29/2023,3.0,92.01,372.0,4548.0,PayPal
U298,39.0,Female,India,2/15/2021,Silver,5/3/2023,6.0,169.27,361.0,3947.0,Bank Transfer
U498,58.0,Male,Canada,9/16/2020,Gold,6/18/2023,40.0,396.02,987.0,3555.0,Credit Card
U1250,30.0,Female,India,4/7/2015,Silver,4/19/2023,2.0,81.06,713.0,2550.0,PayPal
U950,54.0,Male,India,10/16/2017,Platinum,3/6/2023,36.0,382.48,772.0,2163.0,Credit Card
U927,18.0,Male,Canada,3/20/2017,Free,3/13/2023,37.0,423.26,857.0,2242.0,Credit Card
U1616,56.0,Female,USA,6/14/2020,Platinum,1/15/2023,,39.48,197.0,2284.0,PayPal
U885,63.0,Male,India,5/6/2020,Free,3/15/2023,31.0,351.25,538.0,387.0,Crypto
U990,31.0,Female,Germany,8/7/2017,Silver,9/5/2023,9.0,178.28,789.0,3119.0,Credit Card
U674,64.0,Female,Germany,12/14/2020,Gold,1/7/2023,37.0,203.88,237.0,2413.0,Bank Transfer
U1182,39.0,Male,Canada,4/4/2016,Silver,7/5/2023,6.0,132.0,659.0,798.0,Credit Card
U1478,52.0,Male,UK,12/31/2019,Silver,1/21/2023,34.0,358.37,556.0,2766.0,Credit Card
U1701,24.0,Male,Canada,12/31/2017,Silver,6/8/2023,13.0,335.58,630.0,2481.0,PayPal
U1657,68.0,Male,Canada,8/12/2021,Gold,8/18/2023,48.0,391.37,338.0,3880.0,Bank Transfer
U2143,64.0,Female,UK,9/30/2020,Free,3/5/2023,2.0,434.13,592.0,477.0,Crypto
U1578,58.0,Female,Germany,8/6/2015,Silver,4/22/2023,17.0,382.53,156.0,4848.0,Credit Card
U31,51.0,Female,Canada,12/17/2022,Free,1/23/2023,15.0,36.62,473.0,707.0,PayPal
U1808,23.0,Female,Canada,7/24/2021,Free,3/25/2023,45.0,221.25,291.0,3683.0,Credit Card
U1740,51.0,Male,Canada,3/15/2018,Gold,3/22/2023,31.0,445.98,618.0,871.0,Crypto
U796,63.0,Female,India,4/7/2018,Free,2/18/2023,4.0,466.72,63.0,1196.0,Crypto
U823,65.0,Male,India,12/23/2021,Platinum,11/19/2023,23.0,482.55,621.0,3741.0,Crypto
U1626,24.0,Male,USA,10/20/2021,Gold,10/15/2023,11.0,148.13,952.0,899.0,Credit Card
U32,58.0,Male,Canada,5/6/2017,Gold,8/31/2023,50.0,103.51,595.0,4187.0,PayPal
U764,20.0,Female,Germany,12/10/2020,Gold,8/3/2023,39.0,351.31,987.0,3327.0,Bank Transfer
U1518,55.0,Male,India,10/24/2020,Free,3/24/2023,4.0,316.98,319.0,3437.0,PayPal
U701,50.0,Female,Germany,11/18/2020,Silver,6/26/2023,10.0,359.98,97.0,4310.0,PayPal
U111,25.0,Female,India,5/23/2016,Silver,10/24/2023,16.0,249.09,596.0,2019.0,Credit Card
U658,50.0,Female,Germany,2/8/2020,Free,3/15/2023,34.0,422.43,72.0,4336.0,Credit Card
U1145,38.0,Female,Germany,4/30/2018,Gold,1/22/2023,1.0,116.08,38.0,4412.0,PayPal
U1790,21.0,Female,USA,12/26/2017,Platinum,7/28/2023,1.0,145.54,253.0,2803.0,Credit Card
U325,26.0,Female,USA,6/17/2018,Silver,4/15/2023,3.0,176.84,135.0,2672.0,Credit Card
